MFO;SNAME;NAME;IKOD;ADRESS;TELEFON
691088;"Полтав.В№5ВАТ""РОДОВІД БАНК""";"ПОЛТ.В№5 ВАТ ""РОДОВІД БАНК"" М.ПОЛТАВА";;м.Полтава вулиця Ковпака, 26;61-57-01
691099;"В2ЗАТ""ПроКредитБ""м.Полтава";"В2ЗАТ""ПРОКРЕДИТБАНК""М.ПОЛТАВА";;м.Полтава вул. 23 Вересня, 13;57-97-00
691107;"Від.Банк""Демарк"",Пирятин";"ВІД.БАНКУ ДЕМАРК"",ПИРЯТИН";;м.Пирятин вул. Абаканська, буд. 102;32620
691873;"В""ЦПОІК в м.Полтава"" ПриваБ";"В""ЦПОІК В М.ПОЛТАВА""ПРИВАТБАНК,ПОЛТАВА";;м.Полтава 36020, м. Полтава, вул.Конституціє, 11;50-80-86
691884;"Крем.В.Ф.""Трансб.""м.Дніпр.";"КРЕМЕНЧ.В.Ф.АКБ""ТРАНСБАНК""М.ДНІПРОПЕТР";;м.Кременчук вул.60 років Жовтня,30, кв.1;79-65-91
691895;"В№40Києв.ФАКБ""Європейський""";"В№40 КИЄВ.Ф ""ЄВРОПЕЙСЬКИЙ""М.КРЕМЕНЧУК";;м.Кременчук вул. Перемоги,1;799961
691903;Полт.В.№29 УніКредит Банку;Полтавське відділ.№29 УніКредит Банку;;м.Полтава вулиця Фрунзе, 29/45;88005080050
691914;"Тр.Крем.в.ХФАБ""Експрес-Бан""";"ТР.КР.В.ХФ АБ""ЕКСПРЕС-БАНК""М.КРЕМЕНЧУК";;м.м.Кременчук вул.Пролетарська,6/20;3-41-55
691925;"Бутирін.вАКБ""ПРАВЕКСКременч";"БУТИРІНСЬКЕВ.АКБ""ПРАВЕКС-БАНК""КРЕМЕНЧУ";;м.Кременчук вул.Бутиріна, 25.;79-56-05
691936;"ПолтавськаРД(в) ВАТ""ЕрстеБ""";"ПОЛТАВ. РД(В) ВАТ""ЕРСТЕ БАНК""М.ПОЛТАВА";;м.Полтава вулиця Сінна, 15;50-81-24
691947;"В""ЦПОІК №2в м.Полтава""ПривБ";"В""ЦПОІК№2 В М.ПОЛТ""ПРИВАТБАНКУ,ПОЛТАВА";;м.Полтава 36039, м. Полтава, вул. Ватутіна, буд.4;60-66-36
691958;"Від.№43 ЗАТ ""ХК БАНК""";"ВІД.№43 ЗАТ ""ХК БАНК"" М.ПОЛТАВА";;м.Кременчук 39600, Полтавська обл., м.Кременчук, вул. Халаменю;74-00-88
691969;"Пол.в.№1ХФАБ""БРОКБІЗНЕСБАНК";"ПОЛТ.В№1 ХФАБ""БРОКБІЗНЕСБАНК""М.ПОЛТАВА";;м.Полтава вул.Великотирнівська,1;57-99-74
691970;"Кремен.В№1ВАТ""РОДОВІД БАНК""";"КРЕМЕН.В№1ВАТ""РОДОВІД БАНК""М.КРЕМЕНЧУК";;м.Кременчук бульвар Пушкіна, 15;72-98-81
691981;"КрасінськВАКБ""ПРАВЕКС-БАНК""";"КРАСІНСЬКЕ ВАКБ""ПРАВЕКС-БАНК""";;м.Полтава вулиця Красіна, 79;676369,589647
691992;"Полтав.в.Бан.""Кред-Дніпро""";"М.ПОЛТАВА,ПОЛТАВ-Е В. БАНКУ""КРЕД.-ДН""";;м.Полтава 36000,Полтавська область, м.Полтава, вул.Комсомоль;60-67-21
693008;"Рівн.В№2 ВАТ ""РОДОВІД БАНК""";"РІВНЕНСЬКЕ В№2ВАТ""РОДОВІД БАНК""М.РІВНЕ";;м.Рівне проспект Миру, 8;26-44-76
693019;В№1 в м.Рівне Ф.ПУМБ Львів;ВІД.№1 В М.РІВНЕ ФІЛІЄ ПУМБ В М.ЛЬВОВІ;;м.Рівне вул. Міцкевича, 32;62-34-17
693020;"Рівнен. В№1 ВАТ""Ерсте Банк""";"РІВНЕНСЬКЕ В№1 ВАТ""ЕРСТЕ БАНК"" М.РІВНЕ";;м.Рівне проспект Миру, 6;26-95-74
693031;"Рівнен.в.№2""ТАС-Комерцбанк""";"В.№2 АКБ ""ТАС-КОМЕРЦБАНК"" М.РІВНЕ";;м.Рівне вул. 16 Липня, 6 а;69-22-81
693042;"В""Рівн.РУ""ВАТ""РОДОВІД БАНК""";"В""РІВНЕН. РУ""ВАТ""РОДОВІД БАНК"" М.РІВНЕ";;м.Рівне вулиця Черняка, 2;68-02-35
693053;"в.""Аврора"" АКБ ""ПРАВЕКС-БАН";"ВІД.""АВРОРА""АКБ""ПРАВЕКС-БАНК""М.РІВНЕ";;м.Рівне вул.Гагаріна, 61;680624
693064;"Від.№ 612 АКІБ ""УкрСиббанк""";"ВІД.№ 612 АКІБ ""УКРСИББАНК""";;м.Рівне вул. Соборна (вул. Ленінська), буд. 106;642710
693075;"Рівненське В АКБ ""Києв""";"РІВНЕНСЬКЕ В ""КИЄВ""М.РІВНЕ";;м.Рівне вул. Кавказька, 9а;230758
693086;"Млинівськев.АКБ""ПРАВ""Млинів";"МЛИНІВСЬКЕВ.АКБ""ПРАВЕКС-БАНКСМТ.МЛИНІВ";;смт.Млинів вул.Об`єздна, 5/1;6-53-27
693097;"Дубенськев.АКБ ""ПРАВЕКС-БАН";"ДУБЕНСЬКЕВ.АКБ""ПРАВЕКС-БАНК""М.ДУБНО";;м.Дубно пл.Майдан Незалежності;3-24-69
693105;"АвтовокзВАКБ""ПРАВЕКС""Рівне";"АВТОВОКЗАЛЬНЕВ.АКБ""ПРАВЕКС-БАНК""РІВНЕ";;м.Рівне вулиця Києвська, 40 м;64-26-01
693116;Мирне.в.АКБПРАВЕКСРівне;"МИРНЕВ.АКБ""ПРАВЕКС-БАНК""РІВНЕ";;м.Рівне просп.Миру, 16;26-78-09
693127;"Сагайд.в.АКБ""ПРАВЕКС""Рівне";"САГАЙДАЧНЕВ.АКБ""ПРАВЕКС""РІВНЕ";;м.Рівне вул.Соборна, 262;63-46-41
693138;"Рівн.від№1КФ№2ВАТ""Банк Унів";"Рівн. відд. №1 КФ №2 ВАТ""Банк Універс""";;м.Рівне вул. Києвська 17;63-40-01
693149;"Рівн.в.ТОВ""КБ""Дельта""";"РІВН.В.ТОВ""КБ""ДЕЛЬТА"",М.РІВНЕ";;м.Рівне вул. Черняка, 2;24-61-63
693150;"Регіон.ВЗАТ""ОТПБанк""м.Рівн";"РЕГІОНАЛЬНЕ В ЗАТ ""ОТП БАНК""  М. РІВНЕ";;м.Рівне вул. Грушевського, 42 б;620551
693161;"тех.Рівнен.обл.філія АКБ""УС";"РІВНЕНСЬКА ОФ АКБ""УСБ"" М. РІВНЕ";;м.Рівне вул. Кавказька, 3;62-03-99
693172;"В""Рівненськ""ЗАТ""АЛЬФА-БАНК""";"В""РІВНЕНСЬКЕ"" ЗАТ ""АЛЬФА-БАНК""М.РІВНЕ";;м.Рівне вул. Соборна, 10а;3550790
693183;"В.№10 Вол.ф.""Кредитпромбанк";"В.№10 ВОЛИН.Ф.""КРЕДИТПРОМБАНК"",М.РІВНЕ";;м.Рівне вул.Млинівська, 3-А;68-26-27
693194;"Рівнен.вАКБ""ТАС-Комерцбанк""";"РІВНЕН.ВАКБ""ТАС-КОМЕРЦБАНК""РІВНЕ";;м.Рівне вул.16 Липня, 6а;69 22 55
693202;"Від.Банк""Демарк"" в м.Рівне";"ВІД.БАНКУ ""ДЕМАРК"",РІВНЕ";;м.Рівне вул. Гагаріна, буд. 39;680528
694007;"В ""Дон № 1""ЗАТ ""АЛЬФА-БАНК""";"В.""ДОНЕЦЬКЕ № 1""ЗАТ""АЛЬФА-БАНК""ДОНЕЦЬК";;м.Донецьк вул. Університетська, буд. 12.;5662370
694018;"Донецк.від.""ТАС-Комерцбанк""";"ВІД.АКБ""ТАС-КОМЕРЦБАНК""М.ДОНЕЦЬК";;м.Донецьк вул.Челюскінців, 107;332-56-50
694029;"Маіуполс.в.""ТАС-Комерцбанк""";"ВІД.""ТАС-КОМЕРЦБАНК""М.МАРІУПОЛЬ";;м.Маріуполь проспект Леніна, 123 а, нежитлові приміщення № 131;41-83-05
694030;"Крамотр. в.""ТАС-Комерцбанк""";"В.""ТАС-КОМЕРЦБАНК""М.КРАМАТОРСЬК";;м.Краматорськ вул.Шкадінова, 30;48-95-50
694041;"Дон.в.№1""ТАС-Комерцбанк""";"В.№1""ТАС-КОМЕРЦБАНК""М.ДОНЕЦЬК";;м.Донецьк вул. Університетська, 2 Б;345-41-25
694052;"Донецк.в.№2""ТАС-Комерцбанк""";"В.№2""ТАС-КОМЕРЦБАНК""М.ДОНЕЦЬК";;м.Донецьк бульвар Шевченка, 25;332-56-56
694063;Маріуп.В.№20УніКредит Банку;Маріупольське від.№20 УніКредит Банку;;м.Маріуполь проспект Леніна,64;88005080050
694074;"Відділення№37 ЗАТ""ХК БАНК""";"ВІДДІЛЕННЯ №37 ЗАТ ""ХК БАНК""М.ДОНЕЦЬК";;м.Донецьк 83086, м. Донецьк, вул.Красноармійська, буд.73;334-14-93
694085;"Констит.в.АКБ""ПРАВЕКС""Донец";"КОНСТИТУЦІЙНЕВ.АКБ""ПРАВЕКС""Донецьк";;м.Донецьк площа Конституціє,4.;337-14-51
694096;"Сніжне в.АКБ""ПРАВЕКС-БАНК""";"СНІЖНЕВ.АКБ""ПРАВЕКС-БАНК""М.СНІЖНЕ";;м.Сніжне вул.Дзержинського, 2.;5-50-42
694104;Амврос.вАКБ`ПРАВЕКС-БАНК`;"АМВРОСІЄВСЬКЕВ.АКБ""ПРАВЕКС-БАНК""";;м.Амвросієвка вул.Леніна, 14.;
694115;"Антиповськев""ПРАВЕКС""М.Доне";"АНТИПОВСЬКЕВ.АКБ""ПРАВЕКС""М.ДОНЕЦЬК";;м.Донецьк бульвар Шевченка,77;345-33-67
694126;"В""Черьомушки""""ПРАВЕКСМакієв";"В.""ЧЕРЬОМУШКИ""АКБ""ПРАВЕКС-Б""М.МАКІЄВКА";;м.Макієвка квартал Хімік,8;22-55-28
694137;"Краснолим.від.""ПРАВЕКС-БАНК";"В.""ПРАВЕКС-БАНК"" М. КРАСНИЙ ЛИМАН";;м.Красний Лиман вул.Кірова, 20- б;2-12-53
694148;"Вд№7АКБ""ІНДУСТРІАЛБАНК""Крам";"Вд№7АКБ""ІНДУСТРІАЛБАНК""у м.Краматорськ";;м.Краматорськ вул.Катеринича, буд.26;31099
694159;"Красноарм.в.""ТАС-Комерцбанк";"В.АКБ""ТАС-КОМЕРЦБАНК"" М.КРАСНОАРМІЙСЬК";;м.Красноармійськ проспект Шахтобудівників, 10;2-35-84
694182;"РД(від)ВАТ""БТА Банк""в м.Дон";"РД(ВІД-НЯ)ВАТ""БТАБАНК""В.ДОН.,М.ДОНЕЦЬК";;м.Донецьк вул.Університетська, 36-А;349-49-51
694193;"ДОНЕЦЬКЕ ЦРВ ВАТ ""МЕГАБАНК""";"ДОНЕЦЬКЕ ЦРВ ВАТ ""МЕГАБАНК""";;м.Донецьк вул.Артема,122;335-61-94
694201;"Васнєцовське в.АКБ ""ПРАВЕКС";"ВАСНЄЦОВСЬКЕВ.АКБ""ПРАВЕКС-БАНК""ДОНЕЦЬК";;м.Донецьк проспект Матросова, 7;53-03-73
694212;"КРАСН.ВІД.АБ""УКРКОМУНБАНК""";"КРАСНОАРМІЙСЬКЕ ВІД. АБ ""УКРКОМУНБАНК""";;м.Красноармійськ вул. Горького, буд. 86;2-24-93
694223;"Міс.від.ВАТ""БТА Банк""ум.Мар";"МІС.В.ВАТ""БТА БАНК""У М.МАР,М.МАРІУПОЛЬ";;м.Маріуполь просп.Леніна,93-Б;49 09 22
694234;"Макієвс.від.№1 АКБ ""Юнекс""";"МАКІЄВСЬК.ВІД.№1 АКБ ""ЮНЕКС""М.МАКІЄВКА";;м.Макієвка вул.Металургійна,19;9-23-44
694245;"ВІД""МАРІУП Р.Д.""ТОВ КБ""СКБ""";"ВІД. ""МАРІУПОЛЬСЬКА Р.Д."" ТОВ КБ ""СКБ""";;м.Маріуполь просп. Нахімова, 99;40-20-05
694256;"ВІД.№1007 АКІБ ""УКРСИББАНК""";"ВІДДІЛЕННЯ № 1007 АКІБ ""УКРСИББАНК""";;м.Донецьк вулиця Артема, будинок 45;348-28-74
694267;Донецьке від Бан.Кр-Дніпр;"М.ДОНЕЦЬК, ДОНЕЦЬКЕ В.Б.""КРЕДИТ-ДНІПРО";;м.Донецьк 83000, Донецька область, м.Донецьк, вул.50-річчя С;381-74-85
694278;"В.""Донецьке № 2"" ЗАТ""АЛЬФА-";"В.""ДОНЕЦЬКЕ №2"" ЗАТ ""АЛЬФА-БАНК""";;м.Донецьк вул. Артема, 121;169-68-11
694289;"Донбас.в.ДОФ""Укрсоцбанк""";"ДОНБАС.В.ДОНЕЦ.ОФ""УКРСОЦБАНК""М.ДОНЕЦЬК";;"м.Донецьк вул.Артема, 51 ""А-3""";304-62-26
694290;"ГорлівськеВ№1ВАТ""ЕрстеБанк""";"ГОРЛІВСЬКЕВ№1ВАТ""ЕРСТЕ БАНК""М.ГОРЛІВКА";;м.Горлівка проспект Перемоги, 63;55-24-64
694308;"Від №14 АБ ""Південний"" Дон";"ВІД№14 АБ ""ПІВДЕННИЙ""";;м.Донецьк бульвар Пушкіна, буд.2а;3832480
694319;"ЄНАК.ВІД.№1АБ""УКРКОМУНБАНК""";"ЄНАКІЄВСЬКЕ ВІД. № 1 АБ ""УКРКОМУНБАНК""";;м.Єнакієве пр. Леніна, буд. 97;9-13-00
694320;"МаріупольськеВ№1ВАТ""ЕрстеБ""";"МАРІУП.В№1ВАТ ""ЕРСТЕ БАНК"" М.МАРІУПОЛЬ";;м.Маріуполь вулиця Миколаєвська (вулиця Донбаська), 7/17;40-20-28
694331;"Від.№217 Дон.ОФ""Укрсоцбанк""";"В.№217 ДОН.ОФ""УКРСОЦБАНК""М.МАРІУПОЛЬ";;м.Маріуполь вул. Університетська, 7;931-69-12
694342;"Від.№220 Дон.ОФ""Укрсоцбанк""";"В.№220 ДОН.ОФ""УКРСОЦБАНК""М.МАРІУПОЛЬ";;м.Маріуполь вул. 130 Таганрозькоє дивізіє, 102/30;923-94-89
694353;тех.Від. №221 Маріупольськ.;"В.№221 ДОНЕЦ.ОФ""УКРСОЦБАНК""М.МАРІУПОЛЬ";;м.Маріуполь пр-т Будівельників, 89/22, прим. 21;953-03-40
694364;"Ювілейн.від.ДОФ""Укрсоцбанк""";"ЮВІЛЕЙН.В.ДОН.ОФ""УКРСОЦБАНК"",МАРІУПОЛЬ";;м.Маріуполь вул. 50-річчя СРСР, буд. 44, прим.37;950-21-93
694375;"Від.№273 ДОФ""Укрсоцбанк""";"В.№ 273 ДОН.ОФ""УКРСОЦБАНК""М.ГОРЛІВКА";;м.Горлівка вул. Павла Беспощадного, 26;425-25-46
694386;"Дзержинськ.від.ДОФ""Укрсоцба";"ДЗЕРЖНС.В.ДОФ""УКРСОЦБАНК"",ДЗЕРЖИНСЬК";;м.Дзержинськ вул. 50 років Жовтня, 26а;799-80-61
694405;"Від.№176 Дон.ОФ""Укрсоцбанк""";"В.№176 ДОН.ОФ""УКРСОЦБАНК"",М.ГОРЛІВКА";;м.Горлівка вул. Горлівськоє дивізіє, 56;425-25-46
694416;"Від.№177 Дон.ОФ""Укрсоцбанк""";"В.№177 ДОН.ОФ""КРСОЦБАНК""М.ГОРЛІВКА";;м.Горлівка вул. Інтернаціональна, 85;425-25-46
694427;"тех.Від.№ 239Дон.ф.""Укрсоцб";"В№239ДФ""УКРСОЦБАНК""М.КРАМАТОРСЬК";;м.Краматорськ вул.Рози Люксембург, 56;41-16-28
694438;"тех.Від.№240 Дон.ф.""Укрсоцб";"В№240ДФ""УКРСОЦБАНК""М.КРАМАТОРСЬК";;м.Краматорськ вул.Двірцева, 17;41-46-54
694449;"тех.Від.№245 Дон.ф.""Укрсоцб";"В№245ДФ""УКРСОЦБАНК""М.КРАМАТОРСЬК";;м.Краматорськ вул.Соціалістична, 45а;7-11-06
694450;"тех.Від.№246 Дон.ф.""Укрсоцб";"В№246ДФ""Укрсоцбанк""М.КРАМАТОРСЬК";;м.Краматорськ вул.Паркова, 46;5-21-04
694461;тех.Від.№ 252 Дон.ф.Укрсоцб;"В.252ДФ""УКРСОЦБАНК""М.КРАМАТОРСЬК";;м.Краматорськ вул.Шкадінова, 72;1-87-04
694472;"тех.Дружк.в.ДФ""Укрсоцбанк""";"В.ДОН.Ф.""УКРСОЦБАНК""М.ДРУЖКІВКА";;м.Дружківка вул.Паризькоє Комуни, 75 а;4-21-15
694483;"тех.Центр.в.ДФ ""Укрсоцбанк""";"ЦЕНТР.В.ДФ""УКРСОЦБАНК""М.КРАМАТОРСЬК";;м.Краматорськ вул.19-го Партз`єзду, 48 а;5-00-33
694494;"тех.Донецьк.ОФ АКБ ""УСБ""";"ДОНЕЦЬК.ОФ АКБ ""УСБ""М.ДОНЕЦЬК";;м.Донецьк вул. Рози Люксембург, 63;332-90-18
694513;тех.Магістрал.від.Донецьк.О;"МАГІСТРАЛЬНЕ ВДОН.ОФ АКБ ""УСБ""М.ДОНЕЦЬ";;м.Донецьк пр.Києвський, 52г;385-61-53
694524;тех.Від. №153 Донецьк.ОФ АК;"ВІД №153 ДОН.ОФ АКБ ""УСБ""М.ДОНЕЦЬК";;м.Донецьк пр-т. Ілліча, 99;332-86-50
694535;тех.Від. №154 Донецьк.ОФ АК;"ВІД №154 ДОН.ОФ АКБ ""УСБ""М.ДОНЕЦЬК";;м.Донецьк вул. Кобозєва, 66;304-66-69
694546;тех.Від. №158 Донецьк.ОФ АК;"ВІД №158 ДОН.ОФ АКБ ""УСБ""М.ДОНЕЦЬК";;м.Донецьк вул. Артема, 96;304-39-12
694557;тех.Від. №160 Донецьк.ОФ АК;"ВІД №160 ДОН.ОФ АКБ ""УСБ""М.ДОНЕЦЬК";;м.Донецьк вул. Артема, 58;382-65-69
694568;тех.Калінінськ.від.Донецьк.;"КАЛІНІНСЬКЕ ВДОН.ОФ АКБ ""УСБ""М.ДОНЕЦЬК";;м.Донецьк пр-т. Дзержинського, 45;386-82-93
694579;тех.Кіровськ.від.Донецьк.ОФ;"КІРОВСЬКЕ ВДОН.ОФ АКБ ""УСБ""М.ДОНЕЦЬК";;м.Донецьк вул. Жигулівська, 7;277-01-17
694580;"тех.Від. ""Текстильник"" Доне";"ВІД ""Текстильник"" ДОН.ОФ АКБ ""УСБ""М.ДО";;м.Донецьк вул. Ляшенко, 4г;334-76-13
694591;"тех.Від. ""Мирне"" Донецьк.ОФ";"ВІД ""Мирне"" ДОН.ОФ АКБ ""УСБ""М.ДОНЕЦЬК";;м.Донецьк вул. Адигейська, 14;263-55-69
694610;тех.Юзівськ.від.Донецьк.ОФ;"ЮЗІВСЬКЕ ВДОН.ОФ АКБ ""УСБ""М.ДОНЕЦЬК";;м.Донецьк вул. 50-річчя СРСР, 134;337-10-53
694621;тех.Лівобер.від.Донецьк.ОФ;"ЛІВОБЕРЕЖНЕ ВДОН.ОФ АКБ ""УСБ""М.ДОНЕЦЬК";;м.Донецьк пр-т Ілліча, 29;345-12-98
694632;тех.Селидовськ.від.Донецьк.;"СЕЛИДОВСЬКЕ ВДОН.ОФ АКБ ""УСБ""М.СЕЛИДОВ";;м.Селидове вул. Гоголя, 16;377-01-27
694643;тех.Сніжнянськ.від.Донецьк.;"СНІЖНЯНСЬКЕ ВДОН.ОФ АКБ ""УСБ""М.СНІЖНЕ";;м.Сніжне вул. Гагаріна, 51;565-56-08
694654;тех.Артемівськ.від.Донецьк.;"АРТЕМІВСЬКЕ ВДОН.ОФ АКБ ""УСБ""М.АРТЕМІВ";;м.Артемівськ вул.Радянська,37;746-20-27
694665;тех.Від. №195 Донецьк.ОФ АК;"ВІД №195 ДОН.ОФ АКБ ""УСБ""М.АРЕМІВСЬк";;м.Артемівськ вул.Ювілейна,буд.41;749-28-01
694676;тех.Західне від.Донецьк.ОФ;"ЗАХІДНЕ ВДОН.ОФ АКБ ""УСБ""М.АРТЕМІВСЬК";;м.Артемівськ вул.Ювілейна,буд.67,кв.3;743-95-76
