MFO;SNAME;NAME;IKOD;ADRESS;TELEFON
615194;"Шеп.міс.вЖФАБ""Експрес-Банк""";"ШЕП.М.В.ЖФАБ""ЕКСПРЕС-БАНК"" М.ШЕПЕТІВКА";;м.Шепетівка вул. К.Маркса, 26;4-11-92
615202;"Від.№474 АКІБ ""УкрСиббанк""";"ВІД.N474 АКІБ ""УКРСИББАНК""";;м.Хмельницький вул.П.Мирного, 9;789001
615213;"РУ КБ""Даніель"",Хмельницький";"РЕГ.УПР.""КБ""ДАНІЕЛЬ""У М.ХМЕЛЬНИЦЬКИЙ";;м.Хмельницький вул. Чорновола, 88;743-784,743-785,743-
615224;"Від.№520 АКІБ ""УкрСиббанк""";"ВІД.N520 АКІБ""УКРСИББАНК""";;м.Хмельницький вул.Івана Франка, 6/1;785204
615235;"Від.№494 АКІБ ""УкрСиббанк""";"Від.N494 АКІБ""УКРСИББАНК""";;м.Хмельницький вул.Зарічанська, 38;783303
615246;"Хмел.в№2 ЖФАБ""ЕКСПРЕС-БАНК""";"ХМ.В№2ЖФАБ""ЕКСПРЕС-БАНК""М.ХМЕЛЬНИЦЬК";;м.Хмельницький вул. Чорновола, 7;69-41-98
615257;"Проскурів.В.АКБ""ПРАВЕКС""Хме";"ПРОСКУРІВ.В.АКБ""ПРАВЕКС""М.ХМЕЛЬНИЦЬКИЙ";;м.Хмельницький вул. Подільська, 73а;76-53-35
615268;"Шепетівсь.ВАКБ""ПРАВЕКСБАНК""";"ШЕПЕТ.В.АКБ ""ПРАВЕКСБАНК"" М.ШЕПЕТІВКА";;м.Шепетівка вул.Карла Маркса, 31;4-20-57
615279;"Від.№524 АКІБ ""УкрСибБанк""";"Від.N524 АКІБ""УКРСИББАНК""";;м.Кам`янець-Подільський вул.Грушевського,21,б;65670
615280;"К-П.МВ ЖФ""ЕкспресБанк""";"К-П М.ВІД.ЖФАБ""ЕКСПРЕС-БАНК""М.КАМ.-ПОД";;м.Кам`янець-Подільський вул.Лесі Украєнки, 31;5-16-33
615291;"СлавутськеВАКБ""ПРАВЕКС-БАНК";"СЛАВУТС.В.АКБ ""ПРАВЕКС-БАНК"",М.СЛАВУТА";;м.Славута вул.Дзержинського, 29;7-14-88
615309;"Нетішин.В.АКБ""ПРАВЕКС-БАНК""";"НЕТІШ.ВІД.АКБ ""ПРАВЕКС-БАНК"" М.НЕТІШИН";;м.Нетішин вул. Курчатова, 3;4-20-11
615310;"Кам.-П.ВАКБ""ТАС-Комерцбанк""";"КАМ""ЯН-ПОДІЛЬСЬКЕ ВАКБ""ТАС-КОМЕРЦБАНК""";;м.Кам`янець-Подільський вул. Драгоманова, 12к;65646
615321;"Від.№522 АКІБ ""УкрСиббанк""";"ВІД.N522 АКІБ ""УКРСИББАНК""";;м.Шепетівка вул. К.Маркса, 26;42762
615332;"Друге Кам.-Под.ві.""Дністер""";"Друге Кам`ян.-Поділь.від.СКБ ""Дністер""";;м.Кам`янець-Подільський вул. Лесі Украєнки, 41б.;5-05-05
615343;"Перше Хмельн.в.СКБ""Дністер""";"Перше Хмельницьке від.ВАТ СКБ""Дністер""";;м.Хмельницький вул.Проскурівського підпілля, 16;78-34-45
615365;"Хмельницьк.в.АКБ""ІМЕКСБАНК""";"ХМ.ВІД.АКБ ""ІМЕКСБАНК"" М.ХМЕЛЬНИЦЬКИЙ";;м.Хмельницький вул.Театральна, 40;
615376;"Старокост.ВАКБ""ПРАВЕКСБАНК""";"В.АКБ ""ПРАВЕКСБАНК"" М.СТАРОКОСТЯНТИНІВ";;м.Староконстантинів вул.Острозького, 64/1;3-08-49
615387;"В№9ТОВ КБ""Даніель""у м.Хмель";"В№9ТОВКБ""ДАНІЕЛЬ""умХМЕЛЬНИЦЬКОМУ";;м.Хмельницький м.Хмельницький, вул.Кам`янецька, 14;70-41-54
615398;"Від.№12 АКБ""Трансб""м.Хмельн";"ВІД.№12 АКБ ""ТРАНСБАНК""М.ХМЕЛЬНИЦЬКИЙ";;м.Хмельницький вул. Проскурівська, б.1;61-61-92
615406;"Хм.Від.АКБ ""ТАС-КОМЕРЦБАНК""";"ХМ.В.АКБ""ТАС-КОМЕРЦБАНК""М.ХМЕЛЬНИЦЬКИЙ";;м.Хмельницький вул. Театральна, 38;65-98-50
615417;"В№20Ф""П-З РУ""ВАТ""Б""Фі таКр""";"В№20Ф""П-ЗАХ РУ""ВАТ""Б""ФІН ТА КР""М.НЕТІШ";;м.Нетішин пр. Незалежності, 21-А;4-03-01
615428;"Хм.В.№1АКБ""ТАС-Комерцбанк""";"ХМ.В.№1""ТАС-КОМЕРЦБАНК"",М.ХМЕЛЬНИЦЬКИЙ";;м.Хмельницький вул. Проскурівська, 58 кв. 1, 2;616173
615439;Відділення №24 АБ `Таврика`;"В.№24 АБ""ТАВРИКА""М.ХМЕЛЬНИЦЬКИЙ";;м.Хмельницький вул.Проскурівська, 58.;278-98-10
615440;"Кам-Поділ.в.ВФ""Кредитпромба";"К-П.В.ВФ""КРЕДИТПРОМБАНК"",КАМ`ЯНЕЦЬ-ПОД";;м.Кам`янець-Подільський вул.Данила Галицького, 13;3-15-07
615451;"Хм.в.ВФВАТ""Кредитпромб""";"Хмел.ВВФВАТ""КРЕДИТПРОМБ""М.ХМЕЛЬНИЦЬКИЙ";;м.Хмельницький вул. Кам`янецька, 52/2;78-99-02
615462;"Від.510 АКІБ ""УкрСиббанк""";"ВІД. № 510 АКІБ ""УКРСИББАНК""";;м.Славута вул.Дзержинського, 31;23647
615473;"Хмельниц.РД(в) ВАТ""Ерсте Б""";"ХМЕЛЬН.РД(В)ВАТ""ЕРСТЕБАНК""М.ХМЕЛЬНИЦЬК";;м.Хмельницький вулиця  Володимирська, 46;78-98-06
615484;"Від.№ 1003 АКІБ""УКрСиббанк""";"ВІД.№ 1003 АКІБ ""УКРСИББАНК""";;м.Хмельницький вул. Свободи (вул. Дзержинського), буд.75;700968
615495;"Від. №53 АБ""Факторіал-Банк""";"ВІД.N53 АБ ""ФАКТОРІАЛ-БАНК"", М.ХМ-КИЙ";;м.Хмельницький вул. Кам`янецька, 20;78-72-97
615503;"ВІД.№55 АБ ""ФАКТОРІАЛ-БАНК""";"ВІДДІЛЕННЯ № 55 АБ ""ФАКТОРІАЛ-БАНК""";;м.Кам`янець-Подільський проспект М.Грушевського (проспект ім.Леніна), 27/2;3-80-21
615514;"Хмельницьк.В№1 ВАТ""Ерсте Б""";"ХМЕЛЬН.В№1 ВАТ""ЕРСТЕ БАНК""М.ХМЕЛЬНИЦЬК";;м.Хмельницький вулиця Соборна, 67/1;71-81-32
615525;"Шевченк.в.ХОФ""Укрсоцбанк""";"ШЕВ.В.ХМ.ОФ""УКРСОЦБАНК""М.ХМЕЛЬНИЦЬКИЙ";;м.Хмельницький вул.Шевченка, 11;78-72-40
615536;"ВІД.2АКБ ""ПРАВЕКС""Кам.-Поді";"ВІД.2АКБ""ПРАВЕКС-БАНК""М.К-ПОДІЛЬСЬКИЙ";;м.Кам`янець-Подільський просп. Грушевського, 23/3;3-83-62
615547;"Від""Хмельницьке""АЛЬФА-БАНК";"""ХМЕЛЬНИЦЬКЕ""АЛЬФА-БАНК,М.ХМЕЛЬНИЦЬКИЙ";;м.Хмельницький вул. Шевченка, 11;70-11-54
615558;"ВІД.№54АБ ""ФАКТОРІАЛ-БАНК""";"ВІДДІЛЕННЯ № 54 АБ ""ФАКТОРІАЛ-БАНК""";;м.Кам`янець-Подільський вул.Огієнка І. (вул.Московська), буд.37;3-03-85
615569;"""Дивокрай""АКБ""ПРАВЕКСХмельн";"В""ДИВОКРАЙ""""ПРАВЕКС""ХМЕЛЬНИЦЬКИЙ";;м.Хмельницький вул. П.Мирного,28/4;77-59-90
615570;"Камян.від.АКБ""ПРАВЕКС""Хмель";"КАМ`ЯНЕЦЬКЕВ.АКБ""ПРАВЕКС""ХМЕЛЬНИЦЬКИЙ";;м.Хмельницький вул. Камянецька,98;67-01-15
615581;"В""Свобода""""ПРАВЕКС""Хмельниц";"В.""СВОБОДА""АКБ""ПРАВЕКС-БАНК""ХМЕЛЬНИЦЬК";;м.Хмельницький вул.Свободи,73.;78-75-15
615592;"В№17Ф""ЗахРУ""ВАТ""Б""Фін таКр""";"В№17Ф""ЗАХРУ""ВАТ""Б""ФІН ТА КР""М.ХМЕЛЬНИЦ";;м.Хмельницький вул. Володимирська, 63;72-01-17
615600;тех.Город.відХОФАКБ`Укрсоцб;"ГОРОДО ВІД. ХМ.ОФ АКБ ""УСБ"" М.ГОРОДОК";;м.Городок вул. Грушевського, 80;3-00-12
615611;тех.Від№887ХОФАКБ`Укрсоцбан;"ВІД. №887 ХМ.ОФ АКБ ""УСБ"" М.ХМЕЛЬНИЦЬ";;Сатанів санаторій `Товтри`;4-13-67
615622;"В№21Ф""ЗахРУ""ВАТ""Б""Фін таКр""";"В№21Ф""ЗАХРУ""ВАТ""Б""ФІН ТА КР""М.КАМПОДІ";;м.Кам`янець-Подільський вул. Шевченка, 25;5-10-73
615633;"В№25Ф""ЗРУ""ВАТ""Б""Фін та Кр""";"В№25Ф""ЗАХ РУ""ВАТ""Б""ФІН ТА КР""М.СЛАВУТА";;м.Славута вул. Дзержинського, 27;27-12-35
615644;Хм.в.№1КФ№2Банк Універсальн;"Хмельн.від.№1 КФ№2 ""Банк Універсальний";;м.Хмельницький вул.Гагаріна, 5;78-32-92
615655;"В.№17 РФ ВАТАБ ""Укргазбанк""";"В.№17 РФ ВАТАБ""УКРГАЗБАНК""М.НЕТІШИН";;м.Нетішни вул. Промислова, 4/7;925-55-56
615666;"тех.Хмельн обл.ФАКБ""Укрсоцб";"ХМЕЛЬН.ОБЛ.Ф АКБ""УКРСОЦБАНК""У М.ХМ-Й";;м.Хмельницький вул. Соборна, 34;76-53-76
615677;"Пів-Зах в АКБ""ПРАВЕКС-БАНК""";"ПІВД.-ЗАХІДНЕВІД.АКБ""ПРАВЕКС-БАНК""";;м.Хмельницький вул.Львівське шосе, 33;66-47-75
615688;"Регіон.ВЗАТ""ОТП Банк""м.Хмел";"РЕГІОНАЛ.ВЗАТ""ОТП Банк""М.ХМЕЛЬНИЦЬКИЙ";;м.Хмельницький вул. Нижня Берегова, 35;70 11 91
615699;"ХМЕЛЬН.ВІД.ТОВ""КБ""ДЕЛЬТА""";"ХМЕЛЬНИЦЬКЕВ.ТОВ.""КОМБ""ДЕЛЬТА""М.ХМЕЛЬН";;м.Хмельницьк вул.Грушевського,85;65-45-20
615707;"В""Хм.облупр""ВАТАБ""Укргазбан";"ВІД""ХМ.ОБЛУПР""ВАТАБ""УКРГАЗБАНКМ.ХМЕЛЬН";;м.Хмельницький вул.Свободи,22;78-52-60
615718;"В.ЗАТ""ОТПБанк""мКам-Подільс";"В.ЗАТ""ОТП БАНК""М.КАМ`ЯНЕЦЬ-ПОДІЛЬСЬКИЙ";;м.Кам`янець-Подільський вул. Д. Галицького, буд. 13;9-09-24
615729;Хмельницьке ЦРВВАТ Мегабанк;"ХМЕЛЬНИЦЬКЕ ЦРВ ВАТ ""МЕГАБАНК""";;м.Хмельницький м. Хмельницький, вул. Шевченка, 11;702261
615730;В№1 в Хмельн. Ф.ПУМБ в Льв.;ВІД.№1 В М.ХМЕЛЬН. ФІЛ.ПУМБ В ЛЬВОВІ;;м.Хмельницький вул. Кам`янецька, буд. 67;701959
615741;"В№27Ф""ЗРУ""ВАТ""Б""Фін та Кр""";"В№27Ф""ЗАХ РУ""ВАТ""Б""ФІ ТА КР""М.ХМЕЛЬНИЦ";;м.Хмельницький пр. Миру, 56;70-19-53
619004;"Від. №776 АКІБ ""УкрСиббанк""";"ВІД.N776 АКІБ""УКРСИББАНК""";;м.Васильків вул.Декабристів,2;
619015;Слав.в.РайффайзенБанк-Аваль;"СЛАВУТ.В.ЧЕРНІГ.ОД.""РБА""М.СЛАВУТИЧ";;м.Славутич пр.Дружби народів, 3;20460
619026;"Від.№680 АКІБ ""УкрСиббанк""";"ВІД.N680 АКІБ ""УКРСИББАНК""";;м.Біла Церква вулиця Леваневського, будинок №91;2054022
619037;"Від.№513 АКІБ ""УкрСиббанк""";"ВІД.N513 АКІБ ""УКРСИББАНК""";;м.Біла Церква бульвар 50-річчя Перемоги, 95;
619048;"Від.№609 АКІБ ""УкрСиббанк""";"ВІД.N609 АКІБ ""УКРСИББАНК""";;м.Києв вул.Києвська, 168;5851493
619059;"Від. №851 АКІБ ""УкрСиббанк""";"ВІД. N851 АКІБ ""УКРСИББАНК""";;м.Фастів вул. Соборна, 28;
619060;"Від. №775 АКІБ ""УкрСиббанк""";"ВІД.N775 АКІБ ""УКРСИББАНК""";;м.Бориспіль вул.Києвський шлях, буд. №39 кв.39;
619071;"Від.№17 АКІБ""УкрСиббанк""";"В.N17 АКІБ""УКРСИББАНК"" У М.БІЛА ЦЕРКВА";;м.Біла Церква вул.Ярослава Мудрого, 16/2;90765 (68)
619082;"Від.№911 АКІБ ""УкрСиббанк""";"ВІД.N911 АКІБ ""УКРСИББАНК""";;м.Обухів вул.Миру, буд.№17а;
619093;"Від.№90 АКІБ ""УкрСиббанк""";"В.N90 АКІБ ""УКРСИББАНК"" У М.СЛАВУТИЧІ";;м.Славутич Києвський квартал, буд. 6, кв.5.;
619101;"Від. №825 АКІБ ""УкрСиббанк""";"ВІД. N825 АКІБ ""УКРСИББАНК""";;м.Вишневе вул. Києвська, буд. №13;2300990
619112;"Від.Банк ""Демарк"",Бровари";"ВІД.БАНКУ ""ДЕМАРК"", М.БРОВАРИ";;м.Бровари вул. Короленка, буд. 72;72141
619123;В.`Славутич`Черн.РУ ПриватБ;"В.""СЛАВУТИЧ""ЧЕРН.РУ ПРИВАТБ.М.СЛАВУТИЧ";;м.Славутич 07100, Києвська область,   м. Славутич,  Бакинськи;2-23-79
619134;"відділення №25 АБ ""Металург";"відділення № 25 АБ ""Металург""";;м.Бориспіль вул.Києвський шлях, 39, кв.1;6-57-08
619145;"Від.№677 АКІБ ""УкрСиббанк""";"ВІД.N677 АКІБ ""УКРСИББАНК""";;м.Бориспіль місто Бориспіль-7, аеропорт;044
619189;"Від.№901 АКІБ ""УкрСиббанк""";"ВІД.N901 АКІБ ""УКРСИББАНК""";;м.Вишневе вул.Жовтнева, буд.№24А, кв.43;5036803
619190;"В.""Києв.рег.центр""КБ""Волод""";"В.""Києв.рег.центр"" КБ ""Володимир""";;м.Києв Бульвар Лесі Украєнки,8;235-48-51
620015;"Від. №884 АКІБ ""УкрСиббанк""";"ВІДДІЛЕННЯ N884АКІБ""УКРСИББАНК""";;м.Києв вул. Фрунзе, буд.152;4683228
620026;"Від.№921 АКІБ ""УкрСиббанк""";"ВІД. N921 АКІБ ""УКРСИББАНК""";;м.Києв шосе Харківське, буд.170, кв.№119, кв.№120;
620037;"Від.№924 АКІБ ""УкрСиббанк""";"ВІД. N924 АКІБ ""УКРСИББАНК""";;м.Києв вул. Панаса Мирного, буд.№12;
620048;"Від.№918 АКІБ ""УкрСиббанк""";"ВІД. N918 АКІБ ""УКРСИББАНК""";;м.Києв вул. Симиренка, буд.№21, кв,67, кв.68;4589890
620059;"Від. №761 АКІБ ""УкрСиббанк""";"ВІД. N761 АКІБ ""УКРСИББАНК""";;м.Києв пр. 50-річчя Жовтня, буд. 5-в;
620060;"Від. №759 АКІБ ""УкрСиббанк""";"ВІД. N759 АКІБ  ""УКРСИББАНК""";;м.Києв пр-т Бажана, буд.№30;5747398
620071;"Від.№919 АКІБ ""УкрСиббанк""";"ВІД. N919 АКІБ ""УКРСИББАНК""";;м.Києв бул. Лесі Украєни, буд.20/22, кв.201;
620082;"Від. №763 АКІБ ""УкрСиббанк""";"ВІД. N763 АКІБ ""УКРСИББАНК""";;м.Києв пр-т Червонозоряний, буд.№7/2;2054034
620093;"Від. №536 АКІБ ""УкрСиббанк""";"ВІД. N536 АКІБ ""УКРСИББАНК""";;м.Києв вул. Мечникова, 11;
620101;"Від. №762 АКІБ ""УкрСиббанк""";"ВІД. N762 АКІБ ""УКРСИББАНК""";;м.Києв бул. Лесі Украєнки, буд.№36-Б;2861348
620112;"Від. №765 АКІБ ""УкрСиббанк""";"ВІД. N765 АКІБ ""УКРСИББАНК""";;м.Києв вул. Зодчих, буд.№62;2054045
620123;"Від. №945 АКІБ ""УкрСиббанк""";"ВІД. N945 АКІБ ""УКРСИББАНК""";;м.Києв пр-кт Героєв Сталінграду, буд. №22;2054059
620134;"Від. №764 АКІБ ""УкрСиббанк""";"ВІД. N764 АКІБ ""УКРСИББАНК""";;м.Києв вул. Тимошенка, буд.№13-А;4677283
620145;"Від. №887 АКІБ ""УкрСиббанк""";"ВІДДІЛЕННЯ N887АКІБ""УКРСИББАНК""";;м.Києв вул. Декабристів, 5 кв.249;5638247
620156;"Від.№923 АКІБ ""УкрСиббанк""";"ВІД. N923 АКІБ ""УКРСИББАНК""";;м.Києв вул.Луначарського Анатолія, буд.24, кв.№296, кв.№2;
620167;"К.В.ЗАТ""ІНВЕСТ-КРЕДИТ БАНК""";"КИЄВС.В.ЗАТ""ІНВЕСТ-КРЕДИТ БАНК"",М.КИЄВ";;м.Києв м.Києв, вул. Кудрявський узвіз, буд. 2А;5028343
620178;"Від. №552 АКІБ ""УкрСиббанк""";"ВІД. N552 АКІБ ""УКРСИББАНК""";;м.Києв пр-кт 50-річчя Жовтня, буд. №7-а;2749967
620189;"Від. №928 АКІБ ""УкрСиббанк""";"ВІД. N928 АКІБ ""УКРСИББАНК""";;м.Києв вул. Бойченка Олександра, буд.№16, кв.201, кв.202;
620190;"Від. №553 АКІБ ""УкрСиббанк""";"ВІД. N553 АКІБ ""УКРСИББАНК""";;м.Києв вул. Юри Гната, буд.№7;5691094
620208;"Від. №755 АКІБ ""УкрСиббанк""";"ВІД. N755 АКІБ ""УКРСИББАНК""";;м.Києв вул. Бориса Грінченка, буд. №1;4928431
620219;"Від. №756 АКІБ ""УкрСиббанк""";"ВІД. N756 АКІБ ""УКРСИББАНК""";;м.Києв вул. Січневого повстання, буд. №24;2542092
620220;"Від. №929 АКІБ ""УкрСиббанк""";"ВІД. N929 АКІБ ""УКРСИББАНК""";;м.Києв пр-кт Воз`єднання, буд. №7, кв.62, кв.63;
620231;"Від. №927 АКІБ ""УкрСиббанк""";"ВІД. N927 АКІБ ""УКРСИББАНК""";;м.Києв пр-кт Бажана Миколи, буд. №9-з, кв.73, кв.74;
620242;"Від. №932 АКІБ ""УкрСиббанк""";"ВІД. N932 АКІБ ""УКРСИББАНК""";;м.Києв пр-кт Червонозоряний, буд. №117, кв.2;
620253;"Від. №964 АКІБ ""УкрСиббанк""";"ВІД. N964 АКІБ ""УКРСИББАНК""";;м.Києв пр-кт Павла Тичини, буд. №16/2;5542513
620264;"Від. №766 АКІБ ""УкрСиббанк""";"ВІД. N766 АКІБ ""УКРСИББАНК""";;м.Києв вул.Петропавлівська, буд.№58, прим.57;4684294
620275;"Від.№920 АКІБ ""УкрСиббанк""";"ВІД. N920 АКІБ ""УКРСИББАНК""";;м.Києв вул.Липська/провулок Липський, буд.12/5, прим. №35;
620286;"Від. №936 АКІБ ""УкрСиббанк""";"ВІД. N936 АКІБ ""УКРСИББАНК""";;м.Києв вул. Російська, 64;
620297;"ЯРОСЛАВСЬКЕ ВІД.ТОВ КБ""СКБ""";"ЯРОСЛАВСЬКЕ ВІДДІЛЕННЯ ТОВ КБ ""СКБ""";;м.Києв вул. Ярославів вал, 13;234-41-42
620305;"Від.№922 АКІБ ""УкрСиббанк""";"ВІД. N922 АКІБ ""УКРСИББАНК""";;м.Києв вул. Кошиця Олександра, буд.4, кв.№81, кв.№82;5738617
620316;"Від. №760 АКІБ ""УкрСиббанк""";"ВІД. N760 АКІБ ""УКРСИББАНК""";;м.Києв вул. Московська, буд. №15;2544496
620327;"Від. №828 АКІБ ""УкрСиббанк""";"ВІД. N828 АКІБ ""УКРСИББАНК""";;м.Києв пр-кт Миру, буд. №9-А;5586453
620338;"Від. №830 АКІБ ""УкрСиббанк""";"ВІД. N830 АКІБ ""УКРСИББАНК""";;м.Києв пр-кт Перемоги, буд. №73;4222197
620349;"Від. №996 АКІБ ""УкрСиббанк""";"ВІД. N996 АКІБ ""УКРСИББАНК""";;м.Києв вул. Райдужна буд. №4;
620350;"Від. №831 АКІБ ""УкрСиббанк""";"ВІД. N831 АКІБ ""УКРСИББАНК""";;м.Києв вул. Жилянська/Комінтерну, буд. №126/23, літ.`А`;2350106
620361;"Від. №930 АКІБ ""УкрСиббанк""";"ВІД. N930 АКІБ ""УКРСИББАНК""";;м.Києв вул. Червоноармійська, буд.132;
620372;"Від. №833 АКІБ ""УкрСиббанк""";"ВІД. N833 АКІБ ""УКРСИББАНК""";;м.Києв пр-кт Повітрофлотський, буд. №34;2054043
620383;"Від. №948 АКІБ ""УкрСиббанк""";"ВІД. N948 АКІБ ""УКРСИББАНК""";;м.Києв пров. Балтійський, буд. №20;5854747
620394;"Від. №537 АКІБ ""УкрСиббанк""";"ВІД. N537 АКІБ ""УКРСИББАНК""";;м.Києв вул. Івана Кудрі, 37;5012715
620402;"Від. №757 АКІБ ""УкрСиббанк""";"ВІД. N757 АКІБ ""УКРСИББАНК""";;м.Києв пр-кт Героєв Сталінграду, буд. №24-А;4673779
620413;"Від.№8ВАТ АКБ""АВТОКРАЗБАНК""";"ВІД. N8 ВАТ АКБ ""АВТОКРАЗБАНК"", М.КИЄВ";;м.Києв Украєна, м.Києв, вул. Віскозна, 32;227-34-76
620424;"Від. №946 АКІБ ""УкрСиббанк""";"ВІД. N946 АКІБ ""УКРСИББАНК""";;м.Києв бул. Верховноє Ради, буд. №21-Б;2054041
620435;"Від. №767 АКІБ ""УкрСиббанк""";"ВІД. N767 АКІБ ""УКРСИББАНК""";;м.Києв вул. Щербакова, буд.№57;5023924
620446;"Від. №960 АКІБ ""УкрСиббанк""";"ВІД. N960 АКІБ ""УКРСИББАНК""";;м.Києв вул. Лаврухіна, буд. №15/46, кв.354;
620457;"Від. №994 АКІБ ""УкрСиббанк""";"ВІД. N994 АКІБ ""УКРСИББАНК""";;м.Києв вул. Автозаводська, буд. №99/4;
620468;"Від. №983 АКІБ ""УкрСиббанк""";"ВІД. N983 АКІБ ""УКРСИББАНК""";;м.Києв вул. Чорновола В`ячеслава, буд. №20;
620479;"Відділення №24ЗАТ ""ХК БАНК""";"ВІДДІЛЕННЯ N24 ЗАТ ""ХК БАНК"" М.КИЄВ";;м.Києв 01025, м.Києв, вул. О.Гончара, буд.26;545-80-91
620480;"Від. №758 АКІБ ""УкрСиббанк""";"ВІД. N758 АКІБ ""УКРСИББАНК""";;м.Києв вул. Велика Васильківська, буд. №116;5363333
620491;"Від. №832 АКІБ ""УкрСиббанк""";"ВІД. N832 АКІБ ""УКРСИББАНК""";;м.Києв вул. Дмитрієвська, буд. №3/7;2302843
620509;"Центр.від.ЗАТ ""Донгорбанк""";"ЦЕНТР.ВІД.ЗАТ""ДОНГОРБАНК"" У М.КИЄВІ";;м.Києв вул. Золотоворітська, 13 а;278-68-85
620510;"ВІД № 2 ТОВ ""ФІНРОСТБАНК""";"ВІДДІЛЕННЯ № 2 ТОВ ""ФІНРОСТБАНК""";;м.Києв вул.Нижній Вал, 35;425-03-01
620521;"Від. №826 АКІБ ""УкрСиббанк""";"ВІД. N826 АКІБ ""УКРСИББАНК""";;м.Києв вул. Набережно-Лугова, буд. №29, прим. №21;5015017
620532;"Від. №829 АКІБ ""УкрСиббанк""";"ВІД. N829 АКІБ ""УКРСИББАНК""";;м.Києв вул. Дегтярівська, буд. №21;4837048
620554;"Від. №963 АКІБ ""УкрСиббанк""";"ВІД. N963 АКІБ ""УКРСИББАНК""";;м.Києв вул. Мельникова, буд. №6;4559916
620565;"Від. №935 АКІБ ""УкрСиббанк""";"ВІД. N935 АКІБ ""УКРСИББАНК""";;м.Києв Повітрофлотський пр-кт/Освіти вул., буд. №33/2;
620576;"Від. №993 АКІБ ""УкрСиббанк""";"ВІД. N993 АКІБ ""УКРСИББАНК""";;м.Києв пр-кт Академіка Палладіна, буд. №18/30;5691096
620587;"Від. №1000 АКІБ""УкрСиббанк""";"ВІД. N1000 АКІБ ""УКРСИББАНК""";;м.Києв вул. Мельникова, буд. №6;
620598;"Від. №995 АКІБ ""УкрСиббанк""";"ВІД. N995 АКІБ ""УКРСИББАНК""";;м.Києв пр-кт Героєв Сталінграду, буд. №6;
620628;"Від.Банк ""Демарк"" № 2,Києв";"ВІД.БАНКУ ""ДЕМАРК"" №2, М.КИЄВ";;м.Києв вул. Микільсько-Слобідська, буд. 2-Б;5410252
620662;"КИЄВ.ВІД.№1АБ""УКРКОМУНБАНК""";"КИЄВСЬКЕ ВІД. №1 АБ ""УКРКОМУНБАНК""";;м.Києв вул. Саксаганського/Тарасівська 61/17;289-31-77
620684;"Від. №827 АКІБ ""УкрСиббанк""";"ВІД. N827 АКІБ ""УКРСИББАНК""";;м.Києв вул.Жилянська, буд.59;558-62-01
620695;"Від. №962 АКІБ ""УкрСиббанк""";"ВІД. N962 АКІБ ""УКРСИББАНК""";;м.Києв вул. Володимирська, буд. №47;2016488
620714;"Відділення №31ЗАТ ""ХК БАНК""";"ВІДДІЛЕННЯ N31 ЗАТ ""ХК БАНК"" М.КИЄВ";;м.Києв 01030, м.Києв, вул. Б. Хмельницького, буд. 33/34;235-21-14
620725;"Від. №959 АКІБ ""УкрСиббанк""";"ВІД. N959 АКІБ ""УКРСИББАНК""";;м.Києв вул. Героєв Дніпра, буд. №7;
620855;"Від. №992 АКІБ ""УкрСиббанк""";"ВІД. N992 АКІБ ""УКРСИББАНК""";;м.Києв вул.Жилянська/Льва Толстого, буд.104/24;558-78-39
620985;"Відділеня №30 ЗАТ ""ХК БАНК""";"ВІДДІЛЕННЯ N30 ЗАТ ""ХК БАНК"" М.КИЄВ";;м.Києв 02002, м.Києв, вул. Раєси Окіпноє, буд. 4а;569-95-30
623001;"Олекс.вОд.ФАБ""Експрес-Банк""";"ОЛЕКС.В.ОД.ФАБ""ЕКСПРЕС-БАНК""М.ОЛЕКС-ІЯ";;м.Олександрія вул.Привокзальна,залізничний вокзал,ст.Олександрія;7 25 69
623012;"Знам.ТВБВ ФАБ""ЕКСПРЕС-БАНК""";"ЗНАМ.В.ОД.ФАБ""ЕКСПРЕС-БАНК""М.ЗНАМ""ЯНКА";;м.Знам`янка вул. Жовтнева, 16-Є;2 11 61
623023;"Від.№11 Крем.Ф.АКБ""СЄБ""";"В.№11 КРЕМ.Ф.АКБ""СЄБ""М.СВІТЛОВОДСЬК";;м.Світловодськ вул. Леніна, 102, кв.2;3-17-99
623034;"Від.№12 Крем. ФАКБ ""СЕБ""";"ВІДД.N12 КРЕМ.ФАКБ""СЄБ""М.СВІТЛОВОДСЬК";;м.Світловодськ вул. Леніна, 12;3-07-99
623045;"Кіровог.ВОФАБ""Експрес-Банк""";"КІРОВ.В ОД.Ф АБ""ЕКСПРЕС-БАНК""М.КІРОВ-Д";;м.Кіровоград вул. Поповича, 1;2217
623056;"Знам.В№2ОФ АБ""Експрес-Банк""";"ЗНАМ.В№2 ОФ АБ""ЕКСПРЕС-БАНК М.ЗНАМ-КА";;м.Знам`янка вул. Привокзальна, залізничний вокзал;2 32 75
623067;"Дол.Від.ОФ АБ""ЕКСПРЕС-БАНК";"ДОЛ.В ОД.ФАБ""ЕКСПРЕС-БАНК""М.ДОЛИНСЬКА";;м.Долинська вул. Лазарева, 7;3 15 16
623078;"Гайвор.в.ОФАБ""Експрес-Банк""";"ГАЙВ.В.ОД.ФАБ""ЕКСПРЕС-БАНК""М.ГАЙВОРОН";;м.Гайворон Залізничний вокзал ст. Гайворон;2 36 38
